ランク,所属コード,上位ランク,0,部門名称,開始世代,終了世代,コード1,コード2,コード3,コード4,コード5,コード6,コード7,コード8,コード9,名称1,名称2,名称3,名称4,名称5,名称6,名称7,名称8,名称9,所属名称,略称,備考,給与専用,所属コード,総表示順位
4,12020001,3,12020000,付,64,9999,2,296,695,3355,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,プロデュース統括局,付,,,,,,株式会社  大広 ＢＡＰ統括本部 プロデュース統括局 付,ＢＡＰ統括本部プロデュース統括局付,,0,12020001,173
4,12021000,3,12020000,統括チーム,64,9999,2,296,695,3274,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,プロデュース統括局,統括チーム,,,,,,株式会社  大広 ＢＡＰ統括本部 プロデュース統括局 統括チーム,ＢＡＰ統括本部Ｐ統括局統括チーム,,0,12021000,174
4,12020002,3,12020000,付（アド大広名古屋出向）,64,9999,2,296,695,3275,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,プロデュース統括局,付（アド大広名古屋出向）,,,,,,株式会社  大広 ＢＡＰ統括本部 プロデュース統括局 付（アド大広名古屋出向）,ＢＡＰ統括本部Ｐ統括局付（アド大広名古屋出向）,,0,12020002,175
4,12020007,3,12020000,付（朝日エリア・アド出向）,64,9999,2,296,695,3354,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,プロデュース統括局,付（朝日エリア・アド出向）,,,,,,株式会社  大広 ＢＡＰ統括本部 プロデュース統括局 付（朝日エリア・アド出向）,ＢＡＰ統括本部プロデュース統括局付（ＡＡＡ出向）,,0,12020007,176
4,12020008,3,12020000,付（博報堂出向）,64,9999,2,296,695,3276,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,プロデュース統括局,付（博報堂出向）,,,,,,株式会社  大広 ＢＡＰ統括本部 プロデュース統括局 付（博報堂出向）,ＢＡＰ統括本部Ｐ統括局付（博報堂出向）,,0,12020008,177
4,12022000,3,12020000,付（出向休職）,64,9999,2,296,695,3277,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,プロデュース統括局,付（出向休職）,,,,,,株式会社  大広 ＢＡＰ統括本部 プロデュース統括局 付（出向休職）,ＢＡＰ統括本部Ｐ統括局付（出向休職）,,0,12022000,178
5,12022001,4,12022000,（博報堂ＤＹホールディングス）,64,9999,2,296,695,3277,850,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,プロデュース統括局,付（出向休職）,（博報堂ＤＹホールディングス）,,,,,株式会社  大広 ＢＡＰ統括本部 プロデュース統括局 付（出向休職） （博報堂ＤＹホールディングス）,ＢＡＰ統括本部Ｐ統括局付（出向休職）（ＨＣ）,,0,12022001,179
5,12022002,4,12022000,（博報堂ＤＹメディアパートナーズ）,64,9999,2,296,695,3277,851,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,プロデュース統括局,付（出向休職）,（博報堂ＤＹメディアパートナーズ）,,,,,株式会社  大広 ＢＡＰ統括本部 プロデュース統括局 付（出向休職） （博報堂ＤＹメディアパートナーズ）,ＢＡＰ統括本部Ｐ統括局付（出向休職）（ＭＰ）,,0,12022002,180
5,12022003,4,12022000,（大広メディアックス）,64,9999,2,296,695,3277,852,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,プロデュース統括局,付（出向休職）,（大広メディアックス）,,,,,株式会社  大広 ＢＡＰ統括本部 プロデュース統括局 付（出向休職） （大広メディアックス）,ＢＡＰ統括本部Ｐ統括局付（出向休職）（ＭＤＡＸ）,,0,12022003,181
5,12022004,4,12022000,（大広西日本）,64,9999,2,296,695,3277,853,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,プロデュース統括局,付（出向休職）,（大広西日本）,,,,,株式会社  大広 ＢＡＰ統括本部 プロデュース統括局 付（出向休職） （大広西日本）,ＢＡＰ統括本部Ｐ統括局付（出向休職）（西日本）,,0,12022004,182
5,12022005,4,12022000,（大広九州）,64,9999,2,296,695,3277,854,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,プロデュース統括局,付（出向休職）,（大広九州）,,,,,株式会社  大広 ＢＡＰ統括本部 プロデュース統括局 付（出向休職） （大広九州）,ＢＡＰ統括本部Ｐ統括局付（出向休職）（九州）,,0,12022005,183
5,12022006,4,12022000,（博報堂）,64,9999,2,296,695,3277,855,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,プロデュース統括局,付（出向休職）,（博報堂）,,,,,株式会社  大広 ＢＡＰ統括本部 プロデュース統括局 付（出向休職） （博報堂）,ＢＡＰ統括本部Ｐ統括局付（出向休職）（博報堂）,,0,12022006,184
5,12022008,4,12022000,（朝日エリア・アド）,64,9999,2,296,695,3277,875,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,プロデュース統括局,付（出向休職）,（朝日エリア・アド）,,,,,株式会社  大広 ＢＡＰ統括本部 プロデュース統括局 付（出向休職） （朝日エリア・アド）,ＢＡＰ統括本部Ｐ統括局付（出向休職）（ＡＡＡ）,,0,12022008,185
3,12100000,2,12000000,ネットワーク統括局,64,9999,2,296,696,0,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,ネットワーク統括局,,,,,,,株式会社  大広 ＢＡＰ統括本部 ネットワーク統括局,ＢＡＰ統括本部ネットワーク統括局,,0,12100000,186
4,12101000,3,12100000,統括チーム,64,9999,2,296,696,3278,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,ネットワーク統括局,統括チーム,,,,,,株式会社  大広 ＢＡＰ統括本部 ネットワーク統括局 統括チーム,ＢＡＰ統括本部ＮＷ統括局統括チーム,,0,12101000,187
4,14021000,3,12100000,国内ネットワーク業務推進チーム,64,9999,2,296,696,3279,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,ネットワーク統括局,国内ネットワーク業務推進チーム,,,,,,株式会社  大広 ＢＡＰ統括本部 ネットワーク統括局 国内ネットワーク業務推進チーム,ＢＡＰ統括本部ＮＷ統括局国内ＮＷ業務推進チーム,,0,14021000,188
4,14022000,3,12100000,付（出向休職）,64,9999,2,296,696,3280,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,ネットワーク統括局,付（出向休職）,,,,,,株式会社  大広 ＢＡＰ統括本部 ネットワーク統括局 付（出向休職）,ＢＡＰ統括本部ネットワーク統括局付（出向休職）,,0,14022000,189
5,14022006,4,14022000,（朝日エリア・アド）,64,9999,2,296,696,3280,856,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,ネットワーク統括局,付（出向休職）,（朝日エリア・アド）,,,,,株式会社  大広 ＢＡＰ統括本部 ネットワーク統括局 付（出向休職） （朝日エリア・アド）,ＢＡＰ統括本部ＮＷク統括局付（出向休職）（ＡＡＡ）,,0,14022006,190
3,12060000,2,12000000,東京計画局,64,9999,2,296,697,0,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,東京計画局,,,,,,,株式会社  大広 ＢＡＰ統括本部 東京計画局,ＢＡＰ統括本部東京計画局,,0,12060000,191
4,12061000,3,12060000,第１計画チーム,64,9999,2,296,697,3281,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,東京計画局,第１計画チーム,,,,,,株式会社  大広 ＢＡＰ統括本部 東京計画局 第１計画チーム,ＢＡＰ統括本部東京計画局第１計画チーム,,0,12061000,192
4,12062000,3,12060000,第２計画チーム,64,9999,2,296,697,3282,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,東京計画局,第２計画チーム,,,,,,株式会社  大広 ＢＡＰ統括本部 東京計画局 第２計画チーム,ＢＡＰ統括本部東京計画局第２計画チーム,,0,12062000,193
5,12063000,4,12062000,（名古屋駐在）,64,9999,2,296,697,3282,857,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,東京計画局,第２計画チーム,（名古屋駐在）,,,,,株式会社  大広 ＢＡＰ統括本部 東京計画局 第２計画チーム （名古屋駐在）,ＢＡＰ統括本部東京計画局第２計画Ｔ（名古屋駐在）,,0,12063000,194
3,12080000,2,12000000,大阪計画局,64,9999,2,296,698,0,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,大阪計画局,,,,,,,株式会社  大広 ＢＡＰ統括本部 大阪計画局,ＢＡＰ統括本部大阪計画局,,0,12080000,195
4,12081000,3,12080000,計画チーム,64,9999,2,296,698,3283,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,大阪計画局,計画チーム,,,,,,株式会社  大広 ＢＡＰ統括本部 大阪計画局 計画チーム,ＢＡＰ統括本部大阪計画局計画チーム,,0,12081000,196
4,12080002,3,12080000,付（大広関西出向）,64,9999,2,296,698,3284,0,0,0,0,0,株式会社  大広,ＢＡＰ統括本部,大阪計画局,付（大広関西出向）,,,,,,株式会社  大広 ＢＡＰ統括本部 大阪計画局 付（大広関西出向）,ＢＡＰ統括本部大阪計画局付（大広関西出向）,,0,12080002,197
2,28000000,1,00000001,顧客価値開発本部,64,9999,2,297,0,0,0,0,0,0,0,株式会社  大広,顧客価値開発本部,,,,,,,,株式会社  大広 顧客価値開発本部,顧客価値開発本部,,0,28000000,198
3,28020000,2,28000000,東京顧客発掘局,64,9999,2,297,699,0,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客発掘局,,,,,,,株式会社  大広 顧客価値開発本部 東京顧客発掘局,顧客価値開発本部東京顧客発掘局,,0,28020000,199
4,28021000,3,28020000,鈴木（良）チーム,64,9999,2,297,699,3285,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客発掘局,鈴木（良）チーム,,,,,,株式会社  大広 顧客価値開発本部 東京顧客発掘局 鈴木（良）チーム,顧客価値開発本部東京顧客発掘局鈴木（良）チーム,,0,28021000,200
4,28022000,3,28020000,中野（聡）チーム,64,9999,2,297,699,3286,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客発掘局,中野（聡）チーム,,,,,,株式会社  大広 顧客価値開発本部 東京顧客発掘局 中野（聡）チーム,顧客価値開発本部東京顧客発掘局中野（聡）チーム,,0,28022000,201
4,28024000,3,28020000,メディアプロデュースチーム,64,9999,2,297,699,3287,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客発掘局,メディアプロデュースチーム,,,,,,株式会社  大広 顧客価値開発本部 東京顧客発掘局 メディアプロデュースチーム,顧客価値開発本部東京顧客発掘局メディアＰチーム,,0,28024000,202
5,28025000,4,28024000,（名古屋駐在）,64,9999,2,297,699,3287,858,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客発掘局,メディアプロデュースチーム,（名古屋駐在）,,,,,株式会社  大広 顧客価値開発本部 東京顧客発掘局 メディアプロデュースチーム （名古屋駐在）,顧客開発本部東京発掘局メディアＰＴ（名古屋駐在）,,0,28025000,203
4,28026000,3,28020000,露チーム（名古屋駐在）,64,9999,2,297,699,3288,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客発掘局,露チーム（名古屋駐在）,,,,,,株式会社  大広 顧客価値開発本部 東京顧客発掘局 露チーム（名古屋駐在）,顧客開発本部東京発掘局露チーム（名古屋駐在）,,0,28026000,204
4,28023000,3,28020000,データドリブンサービス開発チーム,64,9999,2,297,699,3289,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客発掘局,データドリブンサービス開発チーム,,,,,,株式会社  大広 顧客価値開発本部 東京顧客発掘局 データドリブンサービス開発チーム,顧客開発本部東京発掘局データドリブンサービス開発Ｔ,,0,28023000,205
4,28020002,3,28020000,付（博報堂ＤＹメディアパートナーズ出向）,64,9999,2,297,699,3290,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客発掘局,付（博報堂ＤＹメディアパートナーズ出向）,,,,,,株式会社  大広 顧客価値開発本部 東京顧客発掘局 付（博報堂ＤＹメディアパートナーズ出向）,顧客価値開発本部東京顧客発掘局付（ＭＰ出向）,,0,28020002,206
4,28020003,3,28020000,付（ＤＡＣ出向）,64,9999,2,297,699,3291,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客発掘局,付（ＤＡＣ出向）,,,,,,株式会社  大広 顧客価値開発本部 東京顧客発掘局 付（ＤＡＣ出向）,顧客価値開発本部東京顧客発掘局付（ＤＡＣ出向）,,0,28020003,207
4,28027000,3,28020000,付（出向休職）,64,9999,2,297,699,3353,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客発掘局,付（出向休職）,,,,,,株式会社  大広 顧客価値開発本部 東京顧客発掘局 付（出向休職）,顧客価値開発本部東京顧客発掘局付（出向休職）,,0,28027000,208
5,28027001,4,28027000,（博報堂ＤＹメディアパートナーズ）,64,9999,2,297,699,3353,880,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客発掘局,付（出向休職）,（博報堂ＤＹメディアパートナーズ）,,,,,株式会社  大広 顧客価値開発本部 東京顧客発掘局 付（出向休職） （博報堂ＤＹメディアパートナーズ）,顧客開発本部東京発掘局付（出向休職）（ＭＰ）,,0,28027001,209
3,28120000,2,28000000,大阪顧客発掘局,64,9999,2,297,701,0,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪顧客発掘局,,,,,,,株式会社  大広 顧客価値開発本部 大阪顧客発掘局,顧客価値開発本部大阪顧客発掘局,,0,28120000,210
4,28121000,3,28120000,谷口（智）チーム,64,9999,2,297,701,3292,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪顧客発掘局,谷口（智）チーム,,,,,,株式会社  大広 顧客価値開発本部 大阪顧客発掘局 谷口（智）チーム,顧客価値開発本部大阪顧客発掘局谷口（智）チーム,,0,28121000,211
4,28122000,3,28120000,細井チーム,64,9999,2,297,701,3293,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪顧客発掘局,細井チーム,,,,,,株式会社  大広 顧客価値開発本部 大阪顧客発掘局 細井チーム,顧客価値開発本部大阪顧客発掘局細井チーム,,0,28122000,212
4,28124000,3,28120000,メディアプロデュースチーム,64,9999,2,297,701,3294,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪顧客発掘局,メディアプロデュースチーム,,,,,,株式会社  大広 顧客価値開発本部 大阪顧客発掘局 メディアプロデュースチーム,顧客価値開発本部大阪顧客発掘局メディアＰチーム,,0,28124000,213
4,28123000,3,28120000,データドリブンサービス開発チーム,64,9999,2,297,701,3295,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪顧客発掘局,データドリブンサービス開発チーム,,,,,,株式会社  大広 顧客価値開発本部 大阪顧客発掘局 データドリブンサービス開発チーム,顧客開発本部大阪発掘局データドリブンサービス開発Ｔ,,0,28123000,214
4,28120002,3,28120000,付（博報堂ＤＹメディアパートナーズ出向）,64,9999,2,297,701,3350,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪顧客発掘局,付（博報堂ＤＹメディアパートナーズ出向）,,,,,,株式会社  大広 顧客価値開発本部 大阪顧客発掘局 付（博報堂ＤＹメディアパートナーズ出向）,顧客価値開発本部大阪顧客発掘局付（ＭＰ出向）,,0,28120002,215
4,28120003,3,28120000,付（ＤＡＣ出向）,64,9999,2,297,701,3296,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪顧客発掘局,付（ＤＡＣ出向）,,,,,,株式会社  大広 顧客価値開発本部 大阪顧客発掘局 付（ＤＡＣ出向）,顧客価値開発本部大阪顧客発掘局付（ＤＡＣ出向）,,0,28120003,216
4,28125000,3,28120000,付（出向休職）,64,9999,2,297,701,3297,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪顧客発掘局,付（出向休職）,,,,,,株式会社  大広 顧客価値開発本部 大阪顧客発掘局 付（出向休職）,顧客価値開発本部大阪顧客発掘局付（出向休職）,,0,28125000,217
5,28125001,4,28125000,（博報堂ＤＹメディアパートナーズ）,64,9999,2,297,701,3297,860,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪顧客発掘局,付（出向休職）,（博報堂ＤＹメディアパートナーズ）,,,,,株式会社  大広 顧客価値開発本部 大阪顧客発掘局 付（出向休職） （博報堂ＤＹメディアパートナーズ）,顧客開発本部大阪発掘局付（出向休職）（ＭＰ）,,0,28125001,218
5,28125002,4,28125000,（ＤＡＣ）,64,9999,2,297,701,3297,861,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪顧客発掘局,付（出向休職）,（ＤＡＣ）,,,,,株式会社  大広 顧客価値開発本部 大阪顧客発掘局 付（出向休職） （ＤＡＣ）,顧客開発本部大阪発掘局付（出向休職）（ＤＡＣ）,,0,28125002,219
3,28040000,2,28000000,東京第１顧客獲得局,64,9999,2,297,702,0,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第１顧客獲得局,,,,,,,株式会社  大広 顧客価値開発本部 東京第１顧客獲得局,顧客価値開発本部東京第１顧客獲得局,,0,28040000,220
4,28040001,3,28040000,付,64,9999,2,297,702,3298,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第１顧客獲得局,付,,,,,,株式会社  大広 顧客価値開発本部 東京第１顧客獲得局 付,顧客価値開発本部東京第１顧客獲得局付,,0,28040001,221
4,28042000,3,28040000,原田チーム,64,9999,2,297,702,3299,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第１顧客獲得局,原田チーム,,,,,,株式会社  大広 顧客価値開発本部 東京第１顧客獲得局 原田チーム,顧客価値開発本部東京第１顧客獲得局原田チーム,,0,28042000,222
4,28041000,3,28040000,半谷チーム,64,9999,2,297,702,3300,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第１顧客獲得局,半谷チーム,,,,,,株式会社  大広 顧客価値開発本部 東京第１顧客獲得局 半谷チーム,顧客価値開発本部東京第１顧客獲得局半谷チーム,,0,28041000,223
3,28060000,2,28000000,東京第２顧客獲得局,64,9999,2,297,703,0,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第２顧客獲得局,,,,,,,株式会社  大広 顧客価値開発本部 東京第２顧客獲得局,顧客価値開発本部東京第２顧客獲得局,,0,28060000,224
4,28061000,3,28060000,黒澤（仁）チーム,64,9999,2,297,703,3302,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第２顧客獲得局,黒澤（仁）チーム,,,,,,株式会社  大広 顧客価値開発本部 東京第２顧客獲得局 黒澤（仁）チーム,顧客価値開発本部東京第２顧客獲得局黒澤（仁）チーム,,0,28061000,225
4,28062000,3,28060000,小澤チーム,64,9999,2,297,703,3303,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第２顧客獲得局,小澤チーム,,,,,,株式会社  大広 顧客価値開発本部 東京第２顧客獲得局 小澤チーム,顧客価値開発本部東京第２顧客獲得局小澤チーム,,0,28062000,226
3,28080000,2,28000000,東京第３顧客獲得局,64,9999,2,297,704,0,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第３顧客獲得局,,,,,,,株式会社  大広 顧客価値開発本部 東京第３顧客獲得局,顧客価値開発本部東京第３顧客獲得局,,0,28080000,227
4,28081000,3,28080000,染野チーム,64,9999,2,297,704,3304,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第３顧客獲得局,染野チーム,,,,,,株式会社  大広 顧客価値開発本部 東京第３顧客獲得局 染野チーム,顧客価値開発本部東京第３顧客獲得局染野チーム,,0,28081000,228
4,28081500,3,28080000,村林チーム,64,9999,2,297,704,3305,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第３顧客獲得局,村林チーム,,,,,,株式会社  大広 顧客価値開発本部 東京第３顧客獲得局 村林チーム,顧客価値開発本部東京第３顧客獲得局村林チーム,,0,28081500,229
4,28082000,3,28080000,佐藤（卓）チーム,64,9999,2,297,704,3306,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第３顧客獲得局,佐藤（卓）チーム,,,,,,株式会社  大広 顧客価値開発本部 東京第３顧客獲得局 佐藤（卓）チーム,顧客価値開発本部東京第３顧客獲得局佐藤（卓）チーム,,0,28082000,230
4,28082500,3,28080000,高橋（太）チーム,64,9999,2,297,704,3307,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第３顧客獲得局,高橋（太）チーム,,,,,,株式会社  大広 顧客価値開発本部 東京第３顧客獲得局 高橋（太）チーム,顧客価値開発本部東京第３顧客獲得局高橋（太）チーム,,0,28082500,231
4,28083000,3,28080000,小田（英）チーム,64,9999,2,297,704,3308,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第３顧客獲得局,小田（英）チーム,,,,,,株式会社  大広 顧客価値開発本部 東京第３顧客獲得局 小田（英）チーム,顧客価値開発本部東京第３顧客獲得局小田（英）チーム,,0,28083000,232
4,28083500,3,28080000,デジタルマーケティングチーム,64,9999,2,297,704,3309,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第３顧客獲得局,デジタルマーケティングチーム,,,,,,株式会社  大広 顧客価値開発本部 東京第３顧客獲得局 デジタルマーケティングチーム,顧客価値開発本部東京第３顧客獲得局ＤＭチーム,,0,28083500,233
4,28084000,3,28080000,成田チーム（名古屋駐在）,64,9999,2,297,704,3310,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第３顧客獲得局,成田チーム（名古屋駐在）,,,,,,株式会社  大広 顧客価値開発本部 東京第３顧客獲得局 成田チーム（名古屋駐在）,顧客開発本部東京第３獲得局成田Ｔ（名古屋駐在）,,0,28084000,234
4,28084500,3,28080000,キャスティングチーム,64,9999,2,297,704,3311,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第３顧客獲得局,キャスティングチーム,,,,,,株式会社  大広 顧客価値開発本部 東京第３顧客獲得局 キャスティングチーム,顧客価値開発本部東京第３顧客獲得局キャスティングＴ,,0,28084500,235
5,28085000,4,28084500,（大阪駐在）,64,9999,2,297,704,3311,862,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第３顧客獲得局,キャスティングチーム,（大阪駐在）,,,,,株式会社  大広 顧客価値開発本部 東京第３顧客獲得局 キャスティングチーム （大阪駐在）,顧客開発本部東京第３獲得局ＣＡＳチーム（大阪駐在）,,0,28085000,236
4,28085500,3,28080000,付（出向休職）,64,9999,2,297,704,3312,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第３顧客獲得局,付（出向休職）,,,,,,株式会社  大広 顧客価値開発本部 東京第３顧客獲得局 付（出向休職）,顧客価値開発本部東京第３顧客獲得局付（出向休職）,,0,28085500,237
5,28085501,4,28085500,（博報堂ＤＹメディアパートナーズ）,64,9999,2,297,704,3312,863,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第３顧客獲得局,付（出向休職）,（博報堂ＤＹメディアパートナーズ）,,,,,株式会社  大広 顧客価値開発本部 東京第３顧客獲得局 付（出向休職） （博報堂ＤＹメディアパートナーズ）,顧客開発本部東京第３獲得局付（出向休職）（ＭＰ）,,0,28085501,238
5,28085502,4,28085500,（博報堂ケトル）,64,9999,2,297,704,3312,864,0,0,0,0,株式会社  大広,顧客価値開発本部,東京第３顧客獲得局,付（出向休職）,（博報堂ケトル）,,,,,株式会社  大広 顧客価値開発本部 東京第３顧客獲得局 付（出向休職） （博報堂ケトル）,顧客開発本部東京第３獲得局付（出向休職）（ケトル）,,0,28085502,239
3,28140000,2,28000000,大阪第１顧客獲得局,64,9999,2,297,705,0,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪第１顧客獲得局,,,,,,,株式会社  大広 顧客価値開発本部 大阪第１顧客獲得局,顧客価値開発本部大阪第１顧客獲得局,,0,28140000,240
4,28141000,3,28140000,成澤チーム,64,9999,2,297,705,3313,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪第１顧客獲得局,成澤チーム,,,,,,株式会社  大広 顧客価値開発本部 大阪第１顧客獲得局 成澤チーム,顧客価値開発本部大阪第１顧客獲得局成澤チーム,,0,28141000,241
4,28142000,3,28140000,濱口チーム,64,9999,2,297,705,3314,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪第１顧客獲得局,濱口チーム,,,,,,株式会社  大広 顧客価値開発本部 大阪第１顧客獲得局 濱口チーム,顧客価値開発本部大阪第１顧客獲得局濱口チーム,,0,28142000,242
3,28160000,2,28000000,大阪第２顧客獲得局,64,9999,2,297,706,0,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪第２顧客獲得局,,,,,,,株式会社  大広 顧客価値開発本部 大阪第２顧客獲得局,顧客価値開発本部大阪第２顧客獲得局,,0,28160000,243
4,28161000,3,28160000,羽木チーム,64,9999,2,297,706,3315,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪第２顧客獲得局,羽木チーム,,,,,,株式会社  大広 顧客価値開発本部 大阪第２顧客獲得局 羽木チーム,顧客価値開発本部大阪第２顧客獲得局羽木チーム,,0,28161000,244
4,28162000,3,28160000,白瀧チーム,64,9999,2,297,706,3316,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪第２顧客獲得局,白瀧チーム,,,,,,株式会社  大広 顧客価値開発本部 大阪第２顧客獲得局 白瀧チーム,顧客価値開発本部大阪第２顧客獲得局白瀧チーム,,0,28162000,245
4,28163000,3,28160000,栗波チーム,64,9999,2,297,706,3317,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪第２顧客獲得局,栗波チーム,,,,,,株式会社  大広 顧客価値開発本部 大阪第２顧客獲得局 栗波チーム,顧客価値開発本部大阪第２顧客獲得局栗波チーム,,0,28163000,246
4,28164000,3,28160000,山口チーム,64,9999,2,297,706,3318,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪第２顧客獲得局,山口チーム,,,,,,株式会社  大広 顧客価値開発本部 大阪第２顧客獲得局 山口チーム,顧客価値開発本部大阪第２顧客獲得局山口チーム,,0,28164000,247
4,28165000,3,28160000,土屋チーム,64,9999,2,297,706,3319,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪第２顧客獲得局,土屋チーム,,,,,,株式会社  大広 顧客価値開発本部 大阪第２顧客獲得局 土屋チーム,顧客価値開発本部大阪第２顧客獲得局土屋チーム,,0,28165000,248
4,28166000,3,28160000,喜多チーム,64,9999,2,297,706,3320,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪第２顧客獲得局,喜多チーム,,,,,,株式会社  大広 顧客価値開発本部 大阪第２顧客獲得局 喜多チーム,顧客価値開発本部大阪第２顧客獲得局喜多チーム,,0,28166000,249
4,28167000,3,28160000,付（出向休職）,64,9999,2,297,706,3321,0,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪第２顧客獲得局,付（出向休職）,,,,,,株式会社  大広 顧客価値開発本部 大阪第２顧客獲得局 付（出向休職）,顧客価値開発本部大阪第２顧客獲得局付（出向休職）,,0,28167000,250
5,28167001,4,28167000,（大広西日本）,64,9999,2,297,706,3321,865,0,0,0,0,株式会社  大広,顧客価値開発本部,大阪第２顧客獲得局,付（出向休職）,（大広西日本）,,,,,株式会社  大広 顧客価値開発本部 大阪第２顧客獲得局 付（出向休職） （大広西日本）,顧客開発本部大阪第２獲得局付（出向休職）（西日本）,,0,28167001,251
3,28100000,2,28000000,東京顧客育成局,64,9999,2,297,707,0,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客育成局,,,,,,,株式会社  大広 顧客価値開発本部 東京顧客育成局,顧客価値開発本部東京顧客育成局,,0,28100000,252
4,28101000,3,28100000,宇都チーム,64,9999,2,297,707,3322,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客育成局,宇都チーム,,,,,,株式会社  大広 顧客価値開発本部 東京顧客育成局 宇都チーム,顧客価値開発本部東京顧客育成局宇都チーム,,0,28101000,253
4,28102000,3,28100000,折橋チーム,64,9999,2,297,707,3323,0,0,0,0,0,株式会社  大広,顧客価値開発本部,東京顧客育成局,折橋チーム,,,,,,株式会社  大広 顧客価値開発本部 東京顧客育成局 折橋チーム,顧客価値開発本部東京顧客育成局折橋チーム,,0,28102000,254
